timestamp,open,high,low,close,volume
2025-03-17 14:05:00,0.17057000,0.17060000,0.16974000,0.17019,4219417.00000000
2025-03-17 14:10:00,0.17018000,0.17107000,0.16975000,0.17068,9765879.00000000
2025-03-17 14:15:00,0.17069000,0.17073000,0.17001000,0.17034,2738615.00000000
2025-03-17 14:20:00,0.17034000,0.17081000,0.17005000,0.17075,1698518.00000000
2025-03-17 14:25:00,0.17076000,0.17139000,0.17057000,0.17057,3406028.00000000
2025-03-17 14:30:00,0.17062000,0.17143000,0.17042000,0.17096,1837901.00000000
2025-03-17 14:35:00,0.17097000,0.17169000,0.17097000,0.17153,1578076.00000000
2025-03-17 14:40:00,0.17154000,0.17172000,0.17107000,0.17159,1286446.00000000
2025-03-17 14:45:00,0.17159000,0.17212000,0.17136000,0.17201,3540553.00000000
2025-03-17 14:50:00,0.17201000,0.17201000,0.17133000,0.17142,724309.00000000
2025-03-17 14:55:00,0.17141000,0.17141000,0.17087000,0.17102,1795933.00000000
2025-03-17 15:00:00,0.17103000,0.17131000,0.16998000,0.17022,4483371.00000000
2025-03-17 15:05:00,0.17022000,0.17100000,0.17019000,0.17096,5694031.00000000
2025-03-17 15:10:00,0.17096000,0.17172000,0.17070000,0.17157,2712991.00000000
2025-03-17 15:15:00,0.17158000,0.17224000,0.17125000,0.17201,3215898.00000000
2025-03-17 15:20:00,0.17201000,0.17227000,0.17168000,0.1722,1254276.00000000
2025-03-17 15:25:00,0.17221000,0.17259000,0.17192000,0.17195,1582371.00000000
2025-03-17 15:30:00,0.17194000,0.17219000,0.17125000,0.17144,1180579.00000000
2025-03-17 15:35:00,0.17144000,0.17211000,0.17141000,0.17179,1134544.00000000
2025-03-17 15:40:00,0.17179000,0.17194000,0.17143000,0.17152,939555.00000000
2025-03-17 15:45:00,0.17151000,0.17186000,0.17144000,0.17175,1146269.00000000
2025-03-17 15:50:00,0.17174000,0.17239000,0.17166000,0.17225,5737329.00000000
2025-03-17 15:55:00,0.17226000,0.17259000,0.17211000,0.17221,3604733.00000000
2025-03-17 16:00:00,0.17221000,0.17267000,0.17182000,0.17262,3482500.00000000
2025-03-17 16:05:00,0.17261000,0.17343000,0.17257000,0.17326,5053657.00000000
2025-03-17 16:10:00,0.17327000,0.17333000,0.17267000,0.17275,1467646.00000000
2025-03-17 16:15:00,0.17276000,0.17294000,0.17241000,0.17277,1343152.00000000
2025-03-17 16:20:00,0.17276000,0.17290000,0.17225000,0.17239,1000827.00000000
2025-03-17 16:25:00,0.17238000,0.17259000,0.17216000,0.17253,830840.00000000
2025-03-17 16:30:00,0.17254000,0.17298000,0.17208000,0.1721,1285149.00000000
2025-03-17 16:35:00,0.17210000,0.17225000,0.17180000,0.17182,1707395.00000000
2025-03-17 16:40:00,0.17182000,0.17186000,0.17133000,0.17149,1521303.00000000
2025-03-17 16:45:00,0.17149000,0.17193000,0.17124000,0.17192,3707957.00000000
2025-03-17 16:50:00,0.17193000,0.17211000,0.17177000,0.17186,1875633.00000000
2025-03-17 16:55:00,0.17187000,0.17219000,0.17180000,0.17199,933302.00000000
2025-03-17 17:00:00,0.17199000,0.17232000,0.17160000,0.17227,1568536.00000000
2025-03-17 17:05:00,0.17226000,0.17316000,0.17226000,0.17287,5063144.00000000
2025-03-17 17:10:00,0.17288000,0.17304000,0.17274000,0.17301,928318.00000000
2025-03-17 17:15:00,0.17301000,0.17306000,0.17280000,0.17291,895568.00000000
2025-03-17 17:20:00,0.17291000,0.17334000,0.17265000,0.17327,888337.00000000
2025-03-17 17:25:00,0.17327000,0.17349000,0.17303000,0.17307,958786.00000000
2025-03-17 17:30:00,0.17307000,0.17373000,0.17276000,0.17362,3218284.00000000
2025-03-17 17:35:00,0.17362000,0.17400000,0.17344000,0.17366,3123186.00000000
2025-03-17 17:40:00,0.17366000,0.17454000,0.17366000,0.17451,4907416.00000000
2025-03-17 17:45:00,0.17451000,0.17454000,0.17390000,0.17446,2027517.00000000
2025-03-17 17:50:00,0.17446000,0.17494000,0.17446000,0.1748,3024318.00000000
2025-03-17 17:55:00,0.17479000,0.17483000,0.17435000,0.17438,1289930.00000000
2025-03-17 18:00:00,0.17438000,0.17488000,0.17435000,0.17467,4763762.00000000
2025-03-17 18:05:00,0.17466000,0.17494000,0.17432000,0.17445,11406050.00000000
2025-03-17 18:10:00,0.17444000,0.17490000,0.17420000,0.17478,14703854.00000000
2025-03-17 18:15:00,0.17477000,0.17555000,0.17473000,0.17527,29148462.00000000
2025-03-17 18:20:00,0.17527000,0.17548000,0.17486000,0.17516,16239216.00000000
2025-03-17 18:25:00,0.17516000,0.17522000,0.17480000,0.17495,8149876.00000000
2025-03-17 18:30:00,0.17496000,0.17556000,0.17490000,0.17546,14066752.00000000
2025-03-17 18:35:00,0.17546000,0.17598000,0.17525000,0.17557,13741140.00000000
