timestamp,open,high,low,close,volume
2025-03-17 14:00:00,2.32410000,2.33510000,2.30690000,2.3227,7320618.00000000
2025-03-17 15:00:00,2.32280000,2.35200000,2.31110000,2.3446,7530182.00000000
2025-03-17 16:00:00,2.34460000,2.35580000,2.33020000,2.3417,5877943.00000000
2025-03-17 17:00:00,2.34160000,2.36070000,2.33860000,2.3558,6198589.00000000
2025-03-17 18:00:00,2.35570000,2.37880000,2.34720000,2.3738,9427433.00000000
2025-03-17 19:00:00,2.37380000,2.37760000,2.35910000,2.3601,4146713.00000000
2025-03-17 20:00:00,2.36020000,2.36280000,2.34470000,2.3486,4589452.00000000
2025-03-17 21:00:00,2.34870000,2.35690000,2.33710000,2.3426,3867032.00000000
2025-03-17 22:00:00,2.34260000,2.35020000,2.33720000,2.3479,2873973.00000000
2025-03-17 23:00:00,2.34790000,2.34810000,2.33460000,2.3382,3030865.00000000
2025-03-18 00:00:00,2.33810000,2.33990000,2.31400000,2.3236,5874209.00000000
2025-03-18 01:00:00,2.32360000,2.33000000,2.28030000,2.2915,12237141.00000000
2025-03-18 02:00:00,2.29150000,2.30820000,2.28850000,2.2997,6957263.00000000
2025-03-18 03:00:00,2.29960000,2.29960000,2.27420000,2.286,10368066.00000000
2025-03-18 04:00:00,2.28610000,2.29620000,2.27700000,2.2816,5992129.00000000
2025-03-18 05:00:00,2.28160000,2.30150000,2.28070000,2.2899,4414399.00000000
2025-03-18 06:00:00,2.28990000,2.29250000,2.24320000,2.2526,14573343.00000000
2025-03-18 07:00:00,2.25250000,2.28970000,2.25140000,2.2894,8697777.00000000
2025-03-18 08:00:00,2.28940000,2.30520000,2.28450000,2.295,5575724.00000000
2025-03-18 09:00:00,2.29500000,2.29760000,2.27420000,2.2769,3608823.00000000
2025-03-18 10:00:00,2.27700000,2.28460000,2.26320000,2.2724,7526952.00000000
2025-03-18 11:00:00,2.27250000,2.27610000,2.26000000,2.2619,4626605.00000000
2025-03-18 12:00:00,2.26190000,2.26800000,2.24570000,2.2478,7429002.00000000
2025-03-18 13:00:00,2.24780000,2.26000000,2.22500000,2.2343,12751996.00000000
2025-03-18 14:00:00,2.23420000,2.26450000,2.23100000,2.2582,10375030.00000000
2025-03-18 15:00:00,2.25820000,2.25820000,2.23330000,2.2371,5892632.00000000
2025-03-18 16:00:00,2.23710000,2.25390000,2.23270000,2.2444,4891116.00000000
2025-03-18 17:00:00,2.24450000,2.24670000,2.22250000,2.2293,6851120.00000000
2025-03-18 18:00:00,2.22930000,2.25050000,2.22670000,2.247,5316531.00000000
2025-03-18 19:00:00,2.24690000,2.26630000,2.24540000,2.2628,5319245.00000000
2025-03-18 20:00:00,2.26280000,2.26980000,2.25020000,2.258,3766123.00000000
2025-03-18 21:00:00,2.25790000,2.26730000,2.25330000,2.2617,2766531.00000000
2025-03-18 22:00:00,2.26170000,2.28450000,2.25780000,2.2809,4684995.00000000
2025-03-18 23:00:00,2.28090000,2.29490000,2.28090000,2.2851,4222547.00000000
2025-03-19 00:00:00,2.28510000,2.30810000,2.28000000,2.2912,5505272.00000000
2025-03-19 01:00:00,2.29110000,2.29210000,2.26960000,2.2699,4331091.00000000
2025-03-19 02:00:00,2.26990000,2.28200000,2.26530000,2.2815,4043092.00000000
2025-03-19 03:00:00,2.28150000,2.29750000,2.27750000,2.2954,3622800.00000000
2025-03-19 04:00:00,2.29540000,2.29740000,2.28590000,2.2916,3383070.00000000
2025-03-19 05:00:00,2.29150000,2.30220000,2.29130000,2.2994,3877515.00000000
2025-03-19 06:00:00,2.29950000,2.30480000,2.28280000,2.2892,4821445.00000000
2025-03-19 07:00:00,2.28920000,2.30320000,2.28340000,2.2932,4448442.00000000
2025-03-19 08:00:00,2.29330000,2.31310000,2.29320000,2.3094,5158236.00000000
2025-03-19 09:00:00,2.30940000,2.31720000,2.30540000,2.3129,3383531.00000000
2025-03-19 10:00:00,2.31300000,2.33900000,2.31000000,2.3116,7284646.00000000
2025-03-19 11:00:00,2.31170000,2.34880000,2.30760000,2.3363,12070880.00000000
2025-03-19 12:00:00,2.33620000,2.34050000,2.31720000,2.3272,6539301.00000000
2025-03-19 13:00:00,2.32730000,2.59000000,2.32130000,2.5228,136464574.00000000
2025-03-19 14:00:00,2.52280000,2.58120000,2.48590000,2.5399,77515862.00000000
2025-03-19 15:00:00,2.53980000,2.58000000,2.52450000,2.5548,31070794.00000000
2025-03-19 16:00:00,2.55480000,2.56680000,2.50220000,2.5161,28145792.00000000
2025-03-19 17:00:00,2.51610000,2.53190000,2.46850000,2.4912,23652085.00000000
2025-03-19 18:00:00,2.49120000,2.53330000,2.45250000,2.5141,33356072.00000000
2025-03-19 19:00:00,2.51410000,2.53990000,2.47300000,2.4877,22074607.00000000
2025-03-19 20:00:00,2.48780000,2.51680000,2.47620000,2.4897,9989080.00000000
2025-03-19 21:00:00,2.48960000,2.52000000,2.48820000,2.5046,8679249.00000000
2025-03-19 22:00:00,2.50460000,2.56720000,2.50450000,2.5309,13635585.00000000
2025-03-19 23:00:00,2.53100000,2.55790000,2.53100000,2.5469,9128794.00000000
2025-03-20 00:00:00,2.54690000,2.56380000,2.49720000,2.5051,18435458.00000000
2025-03-20 01:00:00,2.50510000,2.51680000,2.48560000,2.4958,12573965.00000000
2025-03-20 02:00:00,2.49580000,2.49890000,2.47840000,2.4944,6520214.00000000
2025-03-20 03:00:00,2.49440000,2.49670000,2.48170000,2.4845,4587786.00000000
2025-03-20 04:00:00,2.48450000,2.48730000,2.45340000,2.4651,10720168.00000000
2025-03-20 05:00:00,2.46510000,2.47060000,2.43120000,2.4491,10133472.00000000
2025-03-20 06:00:00,2.44920000,2.46460000,2.44380000,2.4531,6412693.00000000
2025-03-20 07:00:00,2.45310000,2.47030000,2.44380000,2.4644,5758142.00000000
2025-03-20 08:00:00,2.46430000,2.51800000,2.46400000,2.5112,14449449.00000000
2025-03-20 09:00:00,2.51110000,2.51820000,2.48800000,2.5123,12437560.00000000
2025-03-20 10:00:00,2.51220000,2.51760000,2.46710000,2.4792,9424503.00000000
2025-03-20 11:00:00,2.47920000,2.49380000,2.46830000,2.4909,5278017.00000000
2025-03-20 12:00:00,2.49090000,2.50020000,2.47610000,2.494,4784491.00000000
2025-03-20 13:00:00,2.49400000,2.50910000,2.47590000,2.5007,8647040.00000000
2025-03-20 14:00:00,2.50060000,2.51860000,2.49230000,2.499,10837381.00000000
2025-03-20 15:00:00,2.49900000,2.50100000,2.43740000,2.4388,20131406.00000000
2025-03-20 16:00:00,2.43870000,2.45800000,2.38900000,2.4027,22548912.00000000
2025-03-20 17:00:00,2.40260000,2.43190000,2.40050000,2.4261,12626575.00000000
2025-03-20 18:00:00,2.42610000,2.44850000,2.42470000,2.4305,6354276.00000000
2025-03-20 19:00:00,2.43050000,2.44260000,2.41870000,2.4363,5449633.00000000
