timestamp,open,high,low,close,volume
2025-03-18,2.33810000,2.33990000,2.22250000,2.2851,164719299.00000000
2025-03-19,2.28510000,2.59000000,2.26530000,2.5469,462181815.00000000
2025-03-20,2.54690000,2.56380000,2.38900000,2.4361,225573092.00000000
2025-03-21,2.43600000,2.46690000,2.35640000,2.3809,143033066.00000000
2025-03-22,2.38090000,2.41700000,2.35940000,2.3711,69083565.00000000
2025-03-23,2.37120000,2.44090000,2.36500000,2.4393,82171646.00000000
2025-03-24,2.43920000,2.50440000,2.41340000,2.4501,140591390.00000000
2025-03-25,2.45010000,2.47830000,2.40710000,2.4492,107306341.00000000
2025-03-26,2.44910000,2.47940000,2.32800000,2.3494,140813082.00000000
2025-03-27,2.34940000,2.39000000,2.30210000,2.341,121906802.00000000
2025-03-28,2.34110000,2.34330000,2.15350000,2.2073,211389681.00000000
2025-03-29,2.20720000,2.22670000,2.06070000,2.1351,188344703.00000000
2025-03-30,2.13520000,2.21420000,2.10770000,2.1369,143436566.00000000
2025-03-31,2.13710000,2.14150000,2.02380000,2.0899,225359911.00000000
2025-04-01,2.08990000,2.19990000,2.06500000,2.1387,206149959.00000000
2025-04-02,2.13870000,2.23300000,1.98410000,2.0237,312902782.00000000
2025-04-03,2.02370000,2.08200000,1.96000000,2.0648,283049149.00000000
2025-04-04,2.06480000,2.16260000,2.01600000,2.1302,249538859.00000000
2025-04-05,2.13030000,2.17640000,2.11390000,2.1442,79039409.00000000
2025-04-06,2.14430000,2.15920000,1.86250000,1.9218,247306320.00000000
2025-04-07,1.92180000,2.01090000,1.61340000,1.8987,862282234.00000000
2025-04-08,1.89860000,1.97500000,1.77700000,1.7963,331058344.00000000
2025-04-09,1.79650000,2.08970000,1.72180000,2.0529,517714914.00000000
2025-04-10,2.05290000,2.05720000,1.92230000,1.9658,224691548.00000000
2025-04-11,1.96570000,2.06470000,1.94750000,2.0225,175131511.00000000
2025-04-12,2.02250000,2.18620000,2.00330000,2.1598,161856777.00000000
2025-04-13,2.15970000,2.24750000,2.08010000,2.1196,194098687.00000000
2025-04-14,2.11960000,2.18040000,2.10380000,2.1275,138573013.00000000
2025-04-15,2.12760000,2.18530000,2.08370000,2.0842,131282814.00000000
2025-04-16,2.08430000,2.13000000,2.03550000,2.1098,137750255.00000000
